is_correct,q_difficulty,q_date,dollar_value,clue_char_len,seconds_to_answer,category,insert_date
False,3,1998,600,68,106.52,"CROSSWORD CLUES ""H""",2023-06-13 11:27:30.689098
False,1,2014,400,88,69.06,BIG-SCREEN GENDER BENDERS,2023-06-13 11:29:01.502162
True,1,2013,400,118,15.84,EUROPEAN LAKES,2023-06-13 11:29:20.155904
False,3,1995,1200,118,16.08,THE DUMONT NETWORK,2023-06-13 11:29:47.892533
True,1,2000,400,133,11.47,HANNIBAL-ISM,2023-06-13 12:44:25.444707
False,3,2021,600,103,4.68,RIDDLE ME THIS,2023-06-14 15:15:42.910911
True,3,2004,1200,139,6.69,BLOODSUCKERS,2023-06-14 15:15:51.806536
True,3,2007,1200,72,4.67,"WHAT THE ""H""?",2023-06-14 15:16:11.734934
True,2,2004,400,102,20.43,U.S. PRESIDENTIAL NICKNAMES,2023-06-14 15:16:52.889532
False,3,2011,1200,323,34.59,GOOD MIGRATIONS,2023-06-14 15:17:31.896696
True,4,1988,800,121,5.12,WALL ST.,2023-06-14 15:17:39.364976
False,2,2001,800,86,38.79,SCIENCE & NATURE,2023-06-14 15:18:20.602406
True,2,1995,800,153,13.27,HEALTH & MEDICINE,2023-06-14 15:18:37.895621
True,5,2018,1000,76,8.53,FOREIGN WORDS & PHRASES,2023-06-14 15:18:49.546468
True,1,2021,200,182,34.78,A CATEGORY IN 5 ACTS,2023-06-14 15:19:28.995992
False,3,1986,1200,123,14.04,HODGEPODGE,2023-06-14 15:19:48.186184
False,4,1989,800,144,12.25,HINTS FROM HELOISE,2023-06-14 15:20:03.437832
True,3,2011,1200,90,6.0,HAPPY,2023-06-14 15:20:11.862442
False,5,1990,1000,90,22.06,FURNITURE,2023-06-14 15:20:37.909900
False,4,1990,1600,103,39.14,MYTHS & LEGENDS,2023-06-14 15:21:26.932308
True,5,1987,2000,141,14.67,ARTISTS,2023-06-14 15:21:43.984119
True,2,2012,800,246,22.81,CREATURES,2023-06-14 15:22:18.484110
False,3,1990,1200,126,23.08,BIRDS,2023-06-14 15:22:50.296256
True,5,2022,1000,107,12.57,6-LETTER VERBS,2023-06-14 15:23:07.134404
False,4,2004,800,134,40.56,'50s TV,2023-06-14 15:23:51.507737
False,4,2019,1600,147,30.42,FBI AGENT NON-DISQUALIFIERS,2023-06-14 15:24:23.620113
False,4,2016,800,258,21.82,PO PRESENTS UNCONVENTIONAL WARRIORS,2023-06-14 15:24:50.879941
False,3,2006,1200,158,24.05,THOMAS JEFFERSON'S READING LIST,2023-06-14 15:25:17.186244
True,3,2018,1200,156,14.68,PLAYING THE PALLADIUM,2023-06-15 14:15:00.891507
True,4,2003,800,116,5.96,THE BODY HUMAN,2023-06-15 14:15:11.428430
False,2,2001,400,111,24.47,QUOTATIONS,2023-06-15 14:15:42.949065
True,1,2007,200,138,16.97,"JAVA, THE HUT",2023-06-15 14:16:12.753798
True,4,1997,800,111,10.94,TAPE,2023-06-15 14:16:28.648233
False,5,2001,1000,86,64.16,BEASTLY RHYME TIME,2023-06-15 14:17:58.020226
False,2,2020,800,110,10.01,ARTHURIAN CHARACTERS,2023-06-15 20:40:12.051789
False,2,2006,800,130,5.44,BACK IN 1906,2023-06-15 20:40:19.979131
True,1,1985,400,127,12.23,AMERICAN INDIANS,2023-06-15 20:40:35.551851
False,4,2010,800,109,9.34,SCARY STARTS,2023-06-15 20:40:47.917727
True,2,1989,800,120,18.51,JEWELRY,2023-06-15 20:41:08.691931
True,2,1999,400,151,5.87,FOOD GLORIOUS FOOD,2023-06-15 20:41:17.518814
False,4,2001,1600,148,13.89,"SAVE THESE BOOKS FOR ""LAST""",2023-06-15 20:41:36.210586
False,1,1987,400,135,13.51,HOAXES,2023-06-15 20:41:52.070585
False,5,2015,2000,77,58.47,HETERONYMS,2023-06-15 20:42:53.169843
True,2,1997,400,124,5.74,NOVELS & NOVELISTS,2023-06-16 15:23:41.799153
False,5,2017,1000,133,18.52,GEOGRAPHER'S DICTIONARY,2023-06-16 15:24:32.045495
True,1,1993,200,140,5.22,POP MUSIC,2023-06-16 15:31:35.739560
False,3,1989,600,133,42.12,TV ACTORS & ROLES,2023-06-16 15:32:28.131400
False,3,2021,600,156,37.21,AMERICAN NAMES,2023-06-18 13:40:35.967742
True,5,1985,1000,139,29.18,KID STUFF,2023-06-18 14:40:36.504303
False,2,2007,400,86,23.04,JUST ONE OF THE 2...,2023-06-20 11:55:59.773258
True,2,2014,400,287,29.18,THE DAWN OF THE ATOMIC AGE,2023-06-20 11:56:34.618440
False,4,2003,1600,130,36.73,SPORTS & MUSIC,2023-06-20 11:57:14.975396
False,5,2000,2000,77,41.93,TV TITLE PAIRS,2023-06-20 11:58:03.567869
False,5,1990,2000,76,3340.77,THE WIND,2023-06-20 12:54:00.228555
False,3,2005,600,136,21.2,ROYALTEASE,2023-06-20 13:18:57.598412
False,1,2011,400,140,20.62,REVOLUTIONARY WAR GENERALS,2023-06-20 13:19:29.795733
True,2,2002,800,168,99.44,I'LL BE YOUR WAITER,2023-06-20 13:21:12.286133
False,4,2000,800,138,12.3,THEATRE 2000,2023-06-20 13:21:51.159802
True,5,1983,1000,77,3287.39,SPORTS,2023-06-20 17:10:51.437584
True,2,2005,800,137,13.76,"SCIENC""E""  & NATUR""E""",2023-06-20 18:53:33.829821
False,5,2013,1000,118,6.54,SUPERSTARS OF SCIENCE,2023-06-20 18:53:44.803636
False,1,1997,200,134,13.61,FLOWER POWER,2023-06-20 18:54:01.959988
True,1,2007,400,110,12.55,DR. SEUSS,2023-06-20 18:54:17.720790
False,3,2007,600,152,6.85,POP-EYE,2023-06-20 20:17:56.401857
True,5,2021,2000,109,19.23,SONG TITLE ADJECTIVES,2023-06-21 10:05:47.046973
False,2,2022,400,178,18.68,WASHINGTON SLIPPED HERE,2023-06-21 10:06:12.228643
True,1,1998,400,116,19.62,MUSIC,2023-06-21 10:06:36.427813
True,2,2008,400,112,15.6,WORLD GEOGRAPHY,2023-06-21 10:07:17.864648
True,4,2014,800,84,8.0,SHORTENED WORDS,2023-06-21 10:08:01.224798
True,2,2001,800,133,8.02,GOVERNMENT & POLITICS,2023-06-21 10:08:13.521741
True,5,2009,2000,130,9.11,CHINESE CALENDAR ANIMALS,2023-06-21 10:08:28.227377
True,3,2001,600,125,9.36,"""NEW"" GEOGRAPHY",2023-06-21 10:08:41.680391
False,1,2013,400,139,29.15,ON THE WALL,2023-06-21 10:09:15.678192
False,2,1987,400,127,29.58,GUAM,2023-06-21 10:09:49.863629
False,5,1989,2000,140,19.24,THEATER,2023-06-21 10:10:17.624024
False,5,1990,1000,91,12.0,FOOD,2023-06-21 10:10:32.880007
False,2,2006,400,102,15.41,FAMILIAR NUMBERS,2023-06-21 10:10:52.922201
False,5,2000,1000,106,30.57,NUMBERS,2023-06-21 10:11:26.306842
True,5,2019,2000,165,19.07,FRUITFUL BOOK TITLES,2023-06-21 10:11:59.663485
True,3,2005,600,160,28.99,U.S. CITY-SCAPE,2023-06-21 10:12:32.851240
False,4,2007,800,137,11.79,ATHLETES,2023-06-21 10:12:54.310504
True,3,2012,1200,141,4.67,PACK YOUR BAGS,2023-06-21 15:44:53.356331
False,4,1998,800,125,8.64,SPORTS,2023-06-21 15:45:05.608683
False,1,2018,400,132,10.22,AMERICAN HISTORY,2023-06-21 15:45:19.561299
True,1,1986,200,120,10.87,HORSES,2023-06-22 09:17:08.074321
False,3,2009,600,150,35.22,"THE ""END"" ZONE",2023-06-22 09:17:48.068672
False,5,1987,2000,150,30.13,BUSINESS & INDUSTRY,2023-06-22 09:18:21.440629
False,1,2007,400,67,42.77,OSCAR-WINNING ROLES,2023-06-22 09:19:07.707996
False,1,2001,200,106,377.95,WE'RE NO. 1!,2023-06-22 09:25:28.939771
True,2,2020,800,137,6.09,GEOLOGY,2023-06-22 14:59:05.274509
False,4,2011,1600,152,36.63,COLLEGES & UNIVERSITIES,2023-06-22 14:59:45.146530
True,1,2019,200,89,5.88,BOOKS,2023-06-22 14:59:56.089083
True,2,2010,800,74,10.08,"GET A ""P-H-D""",2023-06-22 18:27:32.249134
False,5,2013,1000,111,7.22,BODY QUOTES,2023-06-22 18:27:41.848975
False,5,2005,2000,134,8.71,"THE ""S"" FILES",2023-06-22 18:27:53.632133
False,4,2010,1600,167,9.75,YOU KNOW THAT SONG,2023-06-23 08:49:01.621724
False,5,1993,1000,146,7.88,PERFUME & COLOGNE,2023-06-23 08:49:17.850074
False,5,2021,1000,147,7.27,DEUCE,2023-06-23 08:49:31.431470
False,4,2017,800,151,10.04,LE RESTAURANT SPLENDIDE,2023-06-23 08:49:44.606894
False,4,2001,800,121,260.71,MUSIC VIDEOS,2023-06-23 08:54:11.573613
False,3,1996,600,121,1544.66,GARDENING,2023-06-23 09:20:02.128016
False,4,2014,800,154,11.53,"NOT A POP GROUP, YET A POP GROUP",2023-06-23 09:20:16.807452
False,4,1998,800,144,29.27,PEOPLE IN HISTORY,2023-06-23 09:21:11.023024
False,4,1998,800,144,31.23,PEOPLE IN HISTORY,2023-06-23 09:21:12.195044
True,1,1999,200,86,900.59,ONE WORD OFF,2023-06-23 09:36:31.394998
False,3,1997,600,115,5137.34,THE MOVIES,2023-06-23 11:02:18.119649
False,3,2013,600,133,2412.24,HOLIDAY FUN,2023-06-23 11:42:40.679554
False,3,2019,1200,177,7.19,TONY AWARD WINNERS,2023-06-24 07:38:37.598558
True,2,2011,400,151,9.97,THE VATICAN,2023-06-27 11:15:00.867531
True,4,2014,1600,81,5.71,I'M BORED,2023-06-27 11:17:17.347419
False,5,1995,2000,109,27.69,NEWSPAPERS & MAGAZINES,2023-06-27 11:17:53.383562
False,5,1996,2000,116,11.53,OPERA,2023-06-27 11:18:10.538447
True,4,1988,800,103,8.75,POTPOURRI,2023-06-27 11:18:28.292537
True,1,2000,400,86,8.21,"""Z"" FOR YOURSELF",2023-06-28 09:27:05.303448
False,5,2008,2000,131,16.09,DESCRIBING THE PRESIDENT,2023-06-28 09:29:11.607407
False,3,2001,600,116,14.34,IN A MINUTE,2023-06-28 09:29:29.178561
True,4,2013,1600,244,13.19,SHARP (& FLAT) INSTRUMENTS,2023-06-28 09:29:47.745948
True,3,2006,600,60,5.21,FRUIT BOWL,2023-06-28 11:53:42.163058
False,2,2007,400,101,19.84,WORDS INTRODUCED IN THE 20th CENTURY,2023-06-28 11:54:12.698785
False,4,2013,800,74,20.44,RHYME SPREE,2023-06-28 11:54:36.587054
False,5,2001,1000,149,57.71,CELEBRITIES,2023-06-28 11:55:55.314343
False,4,1999,800,154,11.97,COLLEGE FOLK,2023-06-29 11:06:06.474832
False,2,2014,400,148,12.41,DINNER & A BROADWAY SHOW,2023-06-29 11:06:27.444044
False,3,2021,600,123,10.59,FIX THE ELTON JOHN LYRIC,2023-06-29 11:06:45.805857
False,2,2020,800,132,11.14,HER MAJOR MOVIE DEBUT,2023-06-29 11:56:43.064948
True,1,2014,200,133,6.3,KATY PERRY,2023-06-29 11:56:53.392605
False,1,1987,200,62,5.87,ORGANIZATIONS,2023-06-29 11:57:16.741392
False,3,2023,600,127,6.75,MERMAIDS,2023-06-29 11:57:26.270547
False,1,2021,400,108,567.26,"A ""HA""!",2023-06-29 12:06:56.558958
True,3,2004,600,54,1199.34,"FROM ""A"" TO ""E""",2023-06-29 12:27:37.768444
True,2,1996,400,77,4.66,"CROSSWORD CLUES ""R""",2023-06-29 12:28:02.187129
True,1,2010,400,93,7.44,WHAT'S THAT WAR?,2023-06-29 12:28:13.808375
False,5,2019,2000,155,1217.66,GHOSTWRITERS,2023-06-29 12:48:34.916569
False,2,2022,400,171,4.6,THE LAW,2023-06-29 12:48:43.093682
False,2,2002,400,103,72.58,TENNIS STARS,2023-06-29 12:49:59.061041
False,1,2000,200,139,17.59,HISTORY,2023-06-30 12:18:47.831296
True,4,2008,800,110,6.1,PUZZLING ANIMATION,2023-06-30 12:18:57.695117
False,2,1986,800,142,19.25,TRADE NAME ORIGINS,2023-06-30 12:19:25.030686
True,3,2022,1200,157,13.84,THAT'S BORDER LINE,2023-06-30 12:19:42.131301
False,1,1989,400,140,14.06,FICTIONAL CHARACTERS,2023-06-30 12:20:00.389636
True,4,2009,800,170,13.59,BUSINESS & INDUSTRY,2023-06-30 12:20:17.132316
False,1,1985,400,96,6.53,FOLK MUSIC,2023-06-30 12:57:13.512638
False,4,2015,1600,130,8.76,FABRICS & TEXTILES,2023-06-30 12:57:24.724657
False,3,2003,1200,138,14.42,ARCHITECTURE,2023-06-30 12:57:41.936850
False,2,2007,400,120,12.31,SCIENCE GRAB BAG,2023-07-01 14:46:29.711538
False,2,1987,800,147,7.98,FICTIONAL CHARACTERS,2023-07-01 14:46:41.072569
False,4,1996,800,135,11.97,IN THE NEWS,2023-07-01 14:47:15.817194
False,4,2009,800,74,15.87,ADS WITH VERBS,2023-07-01 14:47:40.756829
True,1,2001,200,76,27.26,THE NORTHERNMOST CAPITAL CITY,2023-07-01 14:48:12.290742
True,5,2023,1000,170,18.92,SPEAK YOUR TRUTH,2023-07-01 14:48:39.339106
False,2,2007,800,149,14.55,WRITING IN FICTION,2023-07-01 14:48:57.447461
False,4,2017,1600,144,17.53,U.S. CITIES,2023-07-01 14:49:18.302052
False,3,1995,600,124,25.99,FIRST LADIES,2023-07-01 14:49:47.780436
False,4,1992,1600,133,24.23,FAMOUS WOMEN,2023-07-01 14:50:16.598809
False,1,1992,400,144,64.71,THE 18th CENTURY,2023-07-01 14:51:25.060629
True,1,2011,400,109,1715.37,CHURCHES & CATHEDRALS,2023-07-02 09:01:26.607656
False,2,1989,400,93,13.08,TRANSPORTATION,2023-07-02 12:50:25.925105
False,2,2015,800,118,8.97,MUSICAL IDIOMS,2023-07-02 12:50:37.612533
False,3,2014,600,147,5.37,WORLD LEADERS,2023-07-03 11:22:53.037944
True,3,2014,1200,126,9.6,MEMOIRS,2023-07-03 11:23:06.660576
False,2,1998,800,117,10.14,"HAIL, HAIL ALBANIA",2023-07-03 11:23:18.919843
False,3,2015,1200,141,18.2,THE ART OF THE KISS,2023-07-03 11:23:39.794207
False,5,2020,1000,95,21.24,EMPTY WORDS,2023-07-03 11:24:04.410684
False,3,2000,600,149,13.37,"BEGINS & ENDS IN ""C""",2023-07-03 11:24:20.384595
False,1,2007,400,144,22280.3,RELATED WORDS,2023-07-03 17:35:44.133812
False,3,2014,1200,147,96.43,OF THERON,2023-07-05 07:46:30.507047
True,1,2004,200,97,4.51,SECONDS,2023-07-05 07:46:38.668016
True,2,1987,400,96,5.3,VOCABULARY,2023-07-05 07:46:47.708233
True,3,2015,600,153,38.49,NEW SPORTS TEAM NAMES?,2023-07-05 07:47:28.631181
True,1,1993,400,118,6.05,BALLET,2023-07-05 07:47:51.140350
False,3,2010,1200,112,41.09,LANDMARKS,2023-07-05 07:48:35.309550
True,5,2017,2000,172,85.71,MAINLY ON THE PLANE,2023-07-05 07:50:04.429973
False,3,1988,600,112,33.72,"""SAN"" CITIES",2023-07-05 11:55:02.323980
True,3,2023,1200,157,19.75,SEEMS LIKE ANCIENT TIMES,2023-07-05 11:55:24.775185
True,3,2007,600,111,24.43,MOUNTAINS,2023-07-05 11:55:54.744389
True,1,2021,200,99,18.51,SINGING,2023-07-05 11:56:23.712221
True,4,1990,1600,131,6.89,SIR ISAAC NEWTON,2023-07-05 11:56:36.842814
True,1,2019,400,113,5.54,ACRONYMS & ABBREVS.,2023-07-05 11:56:47.619967
False,4,1996,1600,135,27.64,LANGUAGES,2023-07-05 11:57:18.793827
False,5,2016,1000,144,47.28,IT HAPPENED IN THE BIBLE,2023-07-05 11:58:10.350259
False,2,1998,800,110,29.08,KIDS' GAME SHOWS,2023-07-05 11:58:44.922912
True,3,1996,1200,100,41.58,ODDS & ENDS,2023-07-05 11:59:29.949650
True,3,1997,1200,131,6.19,FICTIONAL CHARACTERS,2023-07-05 11:59:50.492357
False,4,2001,1600,121,39.04,"""E.T.""",2023-07-05 12:00:51.498203
False,4,2016,1600,139,46.1,SCULPTORS,2023-07-05 12:01:44.723443
True,2,1994,800,124,509.48,ISLANDS,2023-07-05 15:01:19.139623
True,2,2022,400,112,30.1,4-SYLLABLE WORDS,2023-07-05 15:02:39.809534
True,3,2001,1200,127,14.37,WACKY MATH,2023-07-05 15:03:17.876220
True,5,2005,1000,85,4.0,FAMOUS PAIRS,2023-07-05 15:03:53.331855
False,5,2014,1000,145,3.76,ALCATRAZ,2023-07-05 15:04:05.269140
False,2,2014,800,110,7.91,CLASSICAL MUSIC,2023-07-05 15:04:14.950094
False,3,2017,1200,117,11.89,SPY vs. SPY,2023-07-05 15:04:31.564307
False,4,2017,800,65,643.84,WHAT COUNTRY ARE YOU FROM?,2023-07-05 15:15:21.079676
True,4,2000,1600,127,16.03,PEN NAMES,2023-07-05 21:13:34.578632
False,3,2022,600,183,41.71,EVERYDAY ROYALTY & NOBILITY,2023-07-05 21:17:51.658719
False,4,1999,1600,91,5.21,PEOPLE NICKNAMES,2023-07-05 21:18:09.599446
False,3,2003,1200,212,6388.74,TENNIS,2023-07-05 23:04:41.059113
False,1,1998,200,156,23.46,AUTHORS' ODD JOBS,2023-07-06 07:49:57.108809
True,3,2020,600,123,13.9,"SNAP, CRACKLE OR POP",2023-07-06 07:50:14.098708
False,2,2018,400,69,26.66,EXPRESSIONS FROM OLD BRIT LIT,2023-07-06 07:50:59.860572
False,1,2013,200,149,10.96,MIAMI NICE,2023-07-06 07:51:18.275847
True,1,2013,400,81,9.37,THEY'RE NO. 1!,2023-07-06 07:51:30.611347
False,3,1988,600,86,18.54,THE 1930s,2023-07-06 07:51:54.324754
False,5,2019,2000,111,42.61,BROADWAY MUSICALS BY SONGS,2023-07-06 07:52:40.856358
False,5,2008,2000,138,18.57,SHAKESPEARE,2023-07-06 07:53:02.984304
False,5,1997,1000,133,15.71,SPORTS RULES,2023-07-06 07:53:21.791183
False,1,2012,200,85,17.66,THEIR ORIGINAL NAMES,2023-07-06 07:53:44.921662
True,1,1991,400,121,10.45,ARCHITECTURE,2023-07-06 07:54:02.253710
False,5,2013,2000,123,18.33,ART,2023-07-06 07:54:28.542509
False,2,1991,800,122,30.96,FAMOUS NAMES,2023-07-06 07:55:03.232188
True,4,1989,800,137,14.14,ANIMALS,2023-07-06 07:55:24.046688
True,1,2016,400,129,7.24,PLAYING AT WOODSTOCK,2023-07-06 07:55:39.349869
False,2,1985,400,117,12.44,ROCK 'N ROLL,2023-07-06 07:55:57.909316
True,1,1999,400,141,7.6,U.S. FIRSTS,2023-07-06 07:56:23.259989
True,3,2019,600,126,10.5,THE WORKING DEAD,2023-07-06 07:56:39.537143
False,3,1989,1200,98,12.94,WORLD GEOGRAPHY,2023-07-06 07:56:57.519037
True,2,2022,800,132,36.37,WHINE,2023-07-06 07:57:37.870931
True,2,2003,400,143,11.54,A JUNE WEDDING CATEGORY,2023-07-06 08:37:49.006616
True,2,2021,400,122,29.5,PROTEST THIS,2023-07-06 08:47:03.771924
True,2,2021,400,122,29.85,PROTEST THIS,2023-07-06 08:47:04.663886
False,2,1986,400,125,29.37,MAGAZINE COVERS,2023-07-06 08:49:06.791884
True,3,2009,1200,162,58.02,IT'S GETTING LATE IN HISTORY,2023-07-06 08:50:15.084989
True,1,2007,200,141,8.89,THE GIANTS,2023-07-06 08:52:12.887530
False,5,2012,2000,103,7.67,"""POST"" GRADUATE",2023-07-06 08:52:29.513064
False,2,2022,400,130,18.73,NEWSPAPERS & MAGAZINES,2023-07-06 08:52:52.934493
False,3,1988,600,86,10.37,THE BEATLES,2023-07-06 08:53:15.577153
True,1,2010,400,124,11.56,"A ""LITTLE"" READING",2023-07-06 08:53:35.209714
True,1,1985,200,95,20.37,WORLD CAPITALS,2023-07-06 08:54:04.992897
False,1,2009,400,90,19.29,"AT THE ""BAR""",2023-07-06 08:54:35.631852
True,3,1988,1200,131,7.26,THE PLANETS,2023-07-06 08:54:50.017145
True,3,1997,600,148,7.79,FLOWER POWER,2023-07-06 08:55:05.514840
False,4,1992,1600,149,28.17,THE 17th CENTURY,2023-07-06 10:21:06.016161
False,2,2003,400,83,24.84,IN THE DICTIONARY,2023-07-06 10:21:35.390650
False,4,1999,800,125,25.68,"CHARMED, I'M SURE",2023-07-06 10:22:08.826416
True,1,2009,400,142,11.34,BRAZILIAN WORDS & PHRASES,2023-07-06 10:27:57.906688
True,4,2002,800,90,22.88,"OXFORD, CAMBRIDGE OR HARVARD",2023-07-06 10:31:40.465289
False,1,1989,400,145,23.49,CANADIAN HISTORY,2023-07-06 10:32:07.823423
True,4,2006,800,64,257.35,"THAT'S MY ""BB""",2023-07-06 11:01:51.347838
False,3,1991,1200,134,14.01,NOVELS,2023-07-06 11:43:41.648315
True,1,1995,400,119,4.85,WORD ORIGINS,2023-07-06 11:43:49.656081
True,5,2002,1000,103,4.56,THE LAST BOY SCOUT,2023-07-06 11:43:58.245934
False,5,2002,1000,115,12.87,SCULPTURE,2023-07-06 11:44:14.739013
True,4,1985,800,108,1016.59,FOOD,2023-07-06 12:01:14.207603
False,2,1999,400,112,15.4,JAPAN,2023-07-06 12:57:44.309445
False,3,2002,1200,79,1506.46,SALLY FORTH,2023-07-06 13:22:55.919807
True,1,2015,200,88,7.64,"THE ELEMENTS OF ""TILE""",2023-07-06 13:23:06.880303
False,1,1995,200,111,23.5,STATE CAPITALS,2023-07-06 13:23:36.590773
True,3,1993,600,96,10.42,CLICHES,2023-07-06 13:23:53.724640
False,2,2019,400,101,57.76,NUMERIC PHRASES,2023-07-06 13:24:58.610130
True,4,2022,1600,113,29.29,5-LETTER WORDS,2023-07-06 13:25:34.208557
True,1,1985,400,59,4.29,ANATOMY,2023-07-06 13:25:48.750923
False,5,1997,2000,121,87.3,THEY ALSO RAN,2023-07-06 13:27:20.311473
False,5,1985,2000,111,15.93,NEW TESTAMENT,2023-07-06 13:27:40.301149
True,1,2022,200,102,7.5,3-LETTER INITIALISMS,2023-07-06 13:28:02.011242
True,3,1998,600,108,6.81,"""S.F.""",2023-07-06 13:28:12.641807
False,4,2022,1600,163,43.76,I DO DECLARE,2023-07-06 13:29:00.315739
True,3,2002,600,85,5.44,TV SHOWS BY CHARACTER,2023-07-06 13:29:09.012268
True,1,1998,200,115,6.04,POTPOURRI,2023-07-06 13:29:19.706216
True,5,2002,2000,146,110.93,UH-OH! OPERA!,2023-07-06 13:39:51.157971
False,5,2010,2000,137,797.23,POLITICAL ANIMALS,2023-07-06 13:53:16.419736
True,2,1988,800,106,6.3,THE CRUSADES,2023-07-06 13:56:26.351662
True,2,2020,800,176,11.7,THE TOOLSHED,2023-07-06 13:56:52.442310
False,4,1985,800,120,10.76,U.S. GOVERNMENT,2023-07-06 13:57:17.504369
False,5,1987,1000,133,36.37,COWBOYS & CATTLEMEN,2023-07-06 13:58:31.588226
False,5,1998,1000,149,12.19,ANCIENT GREECE,2023-07-06 14:58:36.102336
False,2,2011,400,165,55.62,UNCOMMON BONDS,2023-07-07 00:44:54.506138
True,2,2019,400,162,21.12,HISTORY OF THE ENGLISH-SPEAKING PEOPLES,2023-07-07 00:45:18.236426
False,3,2009,1200,82,36.22,FILL IN THE BOOK TITLE,2023-07-07 00:45:57.897325
True,4,2022,800,143,49.45,A NUMBER BETWEEN 2 & 115,2023-07-07 00:46:53.600602
False,3,1989,1200,129,17.24,13-LETTER WORDS,2023-07-07 08:11:58.876312
False,3,1991,600,126,9.25,FAMOUS WOMEN,2023-07-07 08:12:11.480378
True,1,2020,400,69,10.77,"GAME ""OVER""",2023-07-07 08:12:29.279583
True,3,1995,600,129,17.25,FRUITS & VEGETABLES,2023-07-07 08:12:52.907989
False,4,2018,1600,149,20.97,THE DISASTER ARTISTS,2023-07-07 08:13:17.903435
False,3,2006,1200,119,45.49,"""B"" ACTORS",2023-07-07 08:14:07.563907
True,1,1991,200,98,6.27,MEDICINE,2023-07-07 08:22:47.839303
False,4,1995,1600,103,12.31,POETRY,2023-07-07 08:23:04.449824
True,1,2000,400,133,3323.63,CLINICALLY DEPRESSED,2023-07-07 09:18:31.615968
True,5,2009,2000,247,26.3,TRICKS ARE FOR KIDS,2023-07-07 09:19:06.674474
False,5,1997,1000,157,29.62,AMERICAN MUSIC FESTIVALS,2023-07-07 09:19:46.099522
True,2,2002,800,154,19.78,PLACES TO PUT YOUR BIG WINNINGS,2023-07-07 09:20:10.582046
True,1,2019,200,94,5.21,"""ALL"" IN",2023-07-07 09:22:36.185136
False,2,1987,800,128,12.86,GAMES,2023-07-07 09:22:52.922913
False,2,1985,800,86,1234.16,BODIES OF WATER,2023-07-07 09:43:30.467244
True,3,2006,1200,108,32.72,"SYSTEM OF A ""DOWN""",2023-07-07 09:44:08.211586
True,4,2001,1600,82,11.7,TOYS & GAMES,2023-07-07 16:50:54.605623
True,2,2003,800,100,7.32,SUPREME COURT JUSTICES,2023-07-08 21:40:21.394311
True,5,2004,1000,152,7.58,WHOSE LIME IS IT ANYWAY?,2023-07-08 21:40:36.929064
False,2,1985,400,120,9.03,AMERICAN REVOLUTION,2023-07-08 21:40:55.417622
False,2,2022,800,159,23.1,TALKIN' ECON,2023-07-10 10:57:43.903596
False,2,1986,800,120,14.94,ODD SPORTS,2023-07-10 10:58:03.644873
True,1,2019,400,148,6.56,FRIEND OF THE COURT,2023-07-10 10:58:15.424567
False,4,1993,1600,129,322.94,LAKES & RIVERS,2023-07-10 11:03:41.733621
False,5,1991,1000,126,30.1,PEN NAMES,2023-07-10 11:04:16.039954
False,3,2007,1200,128,39.42,IN LINE FOR BRITAIN'S THRONE,2023-07-10 11:04:59.612753
True,2,1989,800,139,25.86,GOVERNMENT & POLITICS,2023-07-10 11:05:45.396202
False,3,2001,1200,147,30.5,DICKENS' WORKS,2023-07-10 11:06:21.892643
False,5,2009,2000,245,13.34,YOU: THE OWNER'S MANUAL,2023-07-10 11:06:39.172433
True,2,2018,400,134,13.26,GEEK CONFUSION,2023-07-10 11:07:09.776929
True,2,2003,800,140,7.25,2001: A CATEGORY ODYSSEY,2023-07-10 11:07:21.956104
False,3,2009,600,150,81.23,FOOD WORDS & PHRASES,2023-07-10 11:09:20.449261
False,3,1995,1200,112,46.16,THE 20th CENTURY,2023-07-10 11:10:12.291402
True,3,2016,1200,94,7.71,A DISCOURAGING WORD,2023-07-10 11:10:23.851360
True,4,1987,800,112,17.3,TREES,2023-07-10 11:10:49.671425
False,2,2014,400,161,127.71,GEOGRAPHICAL HISTORY,2023-07-10 11:13:05.139178
True,5,2017,2000,161,59.68,INSTRUMENTAL SONG TITLES,2023-07-10 11:14:08.216598
True,4,2011,800,117,6.33,"5 IN A ""ROW""",2023-07-10 11:14:25.085481
False,1,2022,200,160,735.05,WORLD LEADERS,2023-07-10 13:05:14.763228
False,3,2015,1200,157,9.89,SUPER BOWLERS,2023-07-11 09:06:41.769427
False,5,1987,2000,116,12.59,LOUISIANA,2023-07-11 09:07:01.285963
False,4,1990,1600,124,13.75,NONFICTION,2023-07-11 09:07:43.499015
True,1,2009,200,81,17.43,NAME THAT CONFLICT'S CENTURY,2023-07-11 09:09:03.929647
False,1,2002,400,139,15.39,MODERN GREECE,2023-07-11 09:09:25.263245
False,3,2017,600,151,36.34,COOKBOOKS,2023-07-11 09:10:05.451902
False,4,2019,1600,120,28.99,ACTORS & THEIR TV ROLES,2023-07-11 09:10:40.139222
True,2,1984,400,94,16.79,COUNTRY MUSIC,2023-07-11 09:11:00.479814
False,3,1992,1200,121,13.21,HILLS,2023-07-11 09:11:19.295130
False,5,1987,1000,146,20.38,COMMERCIAL SLOGANS,2023-07-11 09:14:44.371433
True,3,1998,600,129,13.15,THE TITANIC,2023-07-11 09:15:00.845604
True,2,1990,800,83,4.52,GREECE,2023-07-11 09:15:09.004395
